Continent,Continent Code,Country,Country Code,State,State Code,Via,Via Code,Year,Month,Month Code,Arrivals,processed_at
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Ásia,5,Arábia Saudita,38,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,69,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,9,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,38155,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,12,2026-01-15 01:47:11
Oceania,7,Austrália,90,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,958,2026-01-15 01:47:11
Europa,6,Áustria,58,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,488,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,18,2026-01-15 01:47:11
Ásia,5,Bangladesh,39,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
Europa,6,Bélgica,59,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,538,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,9,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,79,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,15,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Bulgária,60,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,234,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
África,1,Cabo Verde,3,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,16,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,12,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1383,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,19,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,17,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
América do Sul,4,Chile,28,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,28035,2026-01-15 01:47:11
Ásia,5,China,40,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1399,2026-01-15 01:47:11
Ásia,5,"China, Hong Kong",41,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,52,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,19,2026-01-15 01:47:11
Ásia,5,Cingapura,42,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,133,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,3674,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América Central e Caribe,2,Costa Rica,12,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,445,2026-01-15 01:47:11
Europa,6,Croácia,61,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,174,2026-01-15 01:47:11
América Central e Caribe,2,Cuba,13,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,69,2026-01-15 01:47:11
Europa,6,Dinamarca,62,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,435,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
África,1,Egito,4,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,80,2026-01-15 01:47:11
América Central e Caribe,2,El Salvador,14,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,142,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,177,2026-01-15 01:47:11
América do Sul,4,Equador,30,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,848,2026-01-15 01:47:11
Europa,6,Eslováquia,63,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,173,2026-01-15 01:47:11
Europa,6,Eslovênia,64,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,59,2026-01-15 01:47:11
Europa,6,Espanha,65,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2578,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,20183,2026-01-15 01:47:11
Europa,6,Estônia,66,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,35,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Ásia,5,Filipinas,43,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,110,2026-01-15 01:47:11
Europa,6,Finlândia,67,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,114,2026-01-15 01:47:11
Europa,6,França,68,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5675,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Gana,5,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,34,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Grécia,69,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,419,2026-01-15 01:47:11
América Central e Caribe,2,Guatemala,15,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,259,2026-01-15 01:47:11
América do Sul,4,Guiana,31,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,22,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América Central e Caribe,2,Haiti,16,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
Europa,6,Holanda,70,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1657,2026-01-15 01:47:11
América Central e Caribe,2,Honduras,17,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,79,2026-01-15 01:47:11
Europa,6,Hungria,71,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,314,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Índia,44,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,409,2026-01-15 01:47:11
Ásia,5,Indonésia,45,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,512,2026-01-15 01:47:11
Ásia,5,Irã,46,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,22,2026-01-15 01:47:11
Europa,6,Irlanda,72,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,682,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,23,2026-01-15 01:47:11
Ásia,5,Israel,47,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,393,2026-01-15 01:47:11
Europa,6,Itália,73,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2780,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,19,2026-01-15 01:47:11
Ásia,5,Japão,48,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,414,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,10,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Letônia,74,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,42,2026-01-15 01:47:11
Ásia,5,Líbano,49,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,14,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
Europa,6,Lituânia,75,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,54,2026-01-15 01:47:11
Europa,6,Luxemburgo,76,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,45,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,22,2026-01-15 01:47:11
Ásia,5,Malásia,50,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,214,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,30,2026-01-15 01:47:11
África,1,Marrocos,6,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,41,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,12,2026-01-15 01:47:11
América do Norte,3,México,25,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1482,2026-01-15 01:47:11
África,1,Moçambique,7,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,23,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,6,2026-01-15 01:47:11
América Central e Caribe,2,Nicarágua,18,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,25,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
África,1,Nigéria,8,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,58,2026-01-15 01:47:11
Europa,6,Noruega,77,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,625,2026-01-15 01:47:11
Oceania,7,Nova Zelândia,91,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,170,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
América Central e Caribe,2,Panamá,19,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,735,2026-01-15 01:47:11
Oceania,7,Outros países da Oceania,92,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Paquistão,51,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,19,2026-01-15 01:47:11
América do Sul,4,Paraguai,33,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,148,2026-01-15 01:47:11
América do Sul,4,Peru,34,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2577,2026-01-15 01:47:11
Europa,6,Polônia,78,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,996,2026-01-15 01:47:11
Europa,6,Portugal,79,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4367,2026-01-15 01:47:11
África,1,Quênia,9,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,11,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4522,2026-01-15 01:47:11
Ásia,5,República da Coreia,52,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,387,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América Central e Caribe,2,República Dominicana,20,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,165,2026-01-15 01:47:11
Europa,6,República Tcheca,81,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,345,2026-01-15 01:47:11
Europa,6,Romênia,82,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,531,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Rússia,83,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,596,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América Central e Caribe,2,Outros países da América Central e Caribe,22,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,6,2026-01-15 01:47:11
Europa,6,Sérvia,84,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,230,2026-01-15 01:47:11
Ásia,5,Síria,53,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Suécia,85,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,494,2026-01-15 01:47:11
Europa,6,Suíça,86,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,929,2026-01-15 01:47:11
América do Sul,4,Suriname,35,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
Ásia,5,Tailândia,54,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,100,2026-01-15 01:47:11
Ásia,5,Taiwan,55,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,48,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,19,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
América Central e Caribe,2,Trinidad e Tobago,21,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,17,2026-01-15 01:47:11
África,1,Tunísia,10,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,41,2026-01-15 01:47:11
Europa,6,Turquia,87,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,207,2026-01-15 01:47:11
Europa,6,Ucrânia,88,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,170,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,5048,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,9,2026-01-15 01:47:11
América do Sul,4,Venezuela,37,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,145,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,560,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio de Janeiro,19,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
Europa,6,Alemanha,57,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,162,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,571,2026-01-15 01:47:11
Europa,6,Áustria,58,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,25,2026-01-15 01:47:11
Europa,6,Bélgica,59,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,26,2026-01-15 01:47:11
Europa,6,Bulgária,60,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
América do Sul,4,Chile,28,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,China,40,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Dinamarca,62,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Eslováquia,63,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Eslovênia,64,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Espanha,65,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,152,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,175,2026-01-15 01:47:11
Europa,6,Estônia,66,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
Europa,6,Finlândia,67,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,7,2026-01-15 01:47:11
Europa,6,França,68,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,196,2026-01-15 01:47:11
Europa,6,Grécia,69,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Holanda,70,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,125,2026-01-15 01:47:11
Ásia,5,Índia,44,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Ásia,5,Irã,46,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Irlanda,72,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,10,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Itália,73,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,250,2026-01-15 01:47:11
Europa,6,Letônia,74,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
Europa,6,Luxemburgo,76,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,4,2026-01-15 01:47:11
América do Norte,3,México,25,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Noruega,77,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,91,2026-01-15 01:47:11
América do Sul,4,Peru,34,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Polônia,78,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,9,2026-01-15 01:47:11
Europa,6,Portugal,79,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,605,2026-01-15 01:47:11
Europa,6,Reino Unido,80,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,60,2026-01-15 01:47:11
Europa,6,República Tcheca,81,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Rússia,83,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
Europa,6,Sérvia,84,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Suécia,85,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,40,2026-01-15 01:47:11
Europa,6,Suíça,86,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,112,2026-01-15 01:47:11
Ásia,5,Tailândia,54,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Turquia,87,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Ucrânia,88,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
África,1,Outros países da África,11,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Rio Grande do Norte,20,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Rio Grande do Sul,21,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Rio Grande do Sul,21,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
Europa,6,França,68,Rio Grande do Sul,21,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América do Sul,4,Uruguai,36,Rio Grande do Sul,21,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
África,1,África do Sul,1,Santa Catarina,24,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Alemanha,57,Santa Catarina,24,Aérea,1,2024,Novembro,11,81,2026-01-15 01:47:11
América do Sul,4,Argentina,26,Santa Catarina,24,Aérea,1,2024,Novembro,11,7264,2026-01-15 01:47:11
Oceania,7,Austrália,90,Santa Catarina,24,Aérea,1,2024,Novembro,11,41,2026-01-15 01:47:11
Europa,6,Áustria,58,Santa Catarina,24,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
Europa,6,Bélgica,59,Santa Catarina,24,Aérea,1,2024,Novembro,11,11,2026-01-15 01:47:11
Europa,6,Outros países da Europa,89,Santa Catarina,24,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
América do Sul,4,Bolívia,27,Santa Catarina,24,Aérea,1,2024,Novembro,11,17,2026-01-15 01:47:11
Europa,6,Bulgária,60,Santa Catarina,24,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
América do Norte,3,Canadá,23,Santa Catarina,24,Aérea,1,2024,Novembro,11,46,2026-01-15 01:47:11
América do Sul,4,Chile,28,Santa Catarina,24,Aérea,1,2024,Novembro,11,17633,2026-01-15 01:47:11
Ásia,5,China,40,Santa Catarina,24,Aérea,1,2024,Novembro,11,8,2026-01-15 01:47:11
América do Sul,4,Colômbia,29,Santa Catarina,24,Aérea,1,2024,Novembro,11,262,2026-01-15 01:47:11
América Central e Caribe,2,Costa Rica,12,Santa Catarina,24,Aérea,1,2024,Novembro,11,15,2026-01-15 01:47:11
Europa,6,Croácia,61,Santa Catarina,24,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
América Central e Caribe,2,Cuba,13,Santa Catarina,24,Aérea,1,2024,Novembro,11,61,2026-01-15 01:47:11
Europa,6,Dinamarca,62,Santa Catarina,24,Aérea,1,2024,Novembro,11,9,2026-01-15 01:47:11
América Central e Caribe,2,El Salvador,14,Santa Catarina,24,Aérea,1,2024,Novembro,11,7,2026-01-15 01:47:11
Ásia,5,Outros países da Ásia,56,Santa Catarina,24,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
América do Sul,4,Equador,30,Santa Catarina,24,Aérea,1,2024,Novembro,11,46,2026-01-15 01:47:11
Europa,6,Eslováquia,63,Santa Catarina,24,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
Europa,6,Eslovênia,64,Santa Catarina,24,Aérea,1,2024,Novembro,11,1,2026-01-15 01:47:11
Europa,6,Espanha,65,Santa Catarina,24,Aérea,1,2024,Novembro,11,69,2026-01-15 01:47:11
América do Norte,3,Estados Unidos,24,Santa Catarina,24,Aérea,1,2024,Novembro,11,210,2026-01-15 01:47:11
Ásia,5,Filipinas,43,Santa Catarina,24,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
Europa,6,Finlândia,67,Santa Catarina,24,Aérea,1,2024,Novembro,11,3,2026-01-15 01:47:11
Europa,6,França,68,Santa Catarina,24,Aérea,1,2024,Novembro,11,49,2026-01-15 01:47:11
América Central e Caribe,2,Guatemala,15,Santa Catarina,24,Aérea,1,2024,Novembro,11,5,2026-01-15 01:47:11
América do Sul,4,Guiana,31,Santa Catarina,24,Aérea,1,2024,Novembro,11,2,2026-01-15 01:47:11
